_id,Major1,Major2,Major3
1491279,FINANC,,
1727143,COM,,
1591522,A A,,
1411171,CIV E,,
1482363,FINANC,,
1646585,COM,,
1492772,PHIL,ENVIR,
1397132,BIOL,,
1441655,COM,,
1576121,BIOCHM,,
1466793,BIOL,,
1305491,M E,,
1384637,HIST,,
1611153,GEOG,,
1719041,COM,POL S,
1306197,ENVIR,,
1244494,I S,,
1493949,ACCTGX,,
1415646,C SCI,,
1013766,HCDE,,
1504185,BIOL,,
1831148,EPRMJ,,
1506624,LING,NEAR E,
1415134,SOC,PSYCH,
1577147,MATH,,
1575562,ECFS,,
1486364,GEOG,,
1622562,MKTG,I S,
1511179,BIOL,,
1493943,BIOL,,
1595048,ECON,,
1688859,AES,,
1676196,ARCHST,,
1562071,A A,,
1329229,ACCTG,,
1723990,COM,,
1495676,PSYCH,,
1458211,ANTH,,
1386612,E E,,
1725551,BIOCHM,,
1414287,BIOL,,
1364448,SISA,,
1726823,BIOCHM,,
1829234,A A,,
1536352,ENGL,,
1341646,ENV H,,
1600507,OCEAN,,
1489994,MATH,,
1218959,ISS O,,
1480975,M E,,
1626735,CHID,RELIG,
1544218,FINANC,,
1500358,ARCHST,,
1505369,ACCTG,I S,
1589625,COM,,
1467702,CIV E,,
1717024,E E,,
1591570,SISA,,
1341401,ECFS,ANTH,
1576074,COM,,
1404387,ECON,,
1450170,IND E,,
1484944,ART,,
1385790,PSYCH,,
1718114,A A,,
1626562,M E,,
1308145,B EDUC,,
1589329,GEOG,,
1388416,SPAN,PH,
1480034,ANTH,,
1506654,PSYCH,,
1289031,BIOL,,
1414781,FINANC,CISB,
1224573,PHIL,,
1399579,POL S,,
1471908,BIOL,,
1561201,FINANC,,
1724020,M E,,
1592773,MATH,,
1826326,M E,,
1388196,ANTH,BIOL,
1585845,COM,,
1178648,ISS O,,
1307203,COM,,
1486495,C SCI,,
1566800,COM,,
1560610,MKTG,,
1629528,ACCTG,,
1342131,PSYCH,SPAN,
1316842,C SCI,,
1727215,FINANC,I S,
1560805,FINANC,,
1584890,E E,,
1412653,ANTH,EURO,
1498982,PHYS,MATH,
1388532,ECON,GERMAN,
1534280,BIOEN,,
1626845,ACCTG,,
1703872,ANTH,,
1305685,POL S,,
1577194,SISA,,
1585038,ENV H,,
1414829,ACCTG,FINANC,
1506593,ESS,,
1484513,SIS,,
1463921,PSYCH,,
1403539,M E,,
1830716,ACCTG,,
1627347,HIST,,
1647394,OSCM,I S,
1501715,HIST,,
1462823,ART H,,
1588270,DESIGN,,
1554729,SIS,,
1634093,BIOL,,
1397233,ACCTG,FINANC,
1637215,HIHIME,,
1575948,BIOEN,,
1407682,E E,,
1393863,BIOL,,
1294965,BSE,,
1406592,BIOCHM,,
1626578,PSYCH,,
1581898,FINANC,,
1482866,BIOL,,
1590464,COM,,
1558235,ACCTG,,
1840941,INFO,,
1586672,BIOL,,
1632814,ISS O,,
1496082,COM,,
1727073,NURS,,
1335149,SISA,,
1399685,E E,,
1621480,ANTH,,
1535364,PHYS,,
1404708,ANTH,ANTH,
1493942,SOC,,
1590895,LSJ,,
1630280,PSYCH,,
1406033,MKTG,OSCM,
1627237,E E,,
1743874,ENGL,,
1320105,NURSX,,
1587886,HIST,,
982760,CSE M,,
1576269,POL S,,
1584536,FINANC,,
1409495,BIOL,,
1484576,SOC,,
1578270,I S,OSCM,
1629708,BIOL,,
1575623,BIOL,,
1399398,ACMS,,
1460422,PSYCH,,
1578075,BIOCHM,,
1489603,C SCI,,
1496436,DENT,,
1405751,BIOL,,
1587298,ANTH,,
1415212,BIOCHM,,
769626,AIS,,
1202822,C SCI,,
1743335,RELIG,PHIL,
1384247,FINANC,,
1406119,ART,,
1382833,JAPAN,,
1506842,I S,FINANC,
1397452,MKTG,,
1569688,FINANC,,
1445868,CSE M,,
1419172,DRAMA,,
1469445,GEOG,,
1497618,DANCE,,
1402474,C LIT,COM,
1394607,MS E,,
1506884,HIST,SIS,
1412395,COM,,
1349606,POL S,,
1397092,ANTH,,
1544640,A A,,
1829147,SOC,,
1585721,BIOL,,
1340602,SOC,,
1484474,ART H,,
1480534,BIOCHM,,
1565177,DANCE,PSYCH,
1417524,FINANC,ART,
1495314,C SCI,,
1494638,BIOL,,
1396198,FINANC,,
1583467,PSYCH,,
1476793,POL S,LSJ,
1412035,FINANC,,
1460418,ESS,,
1393892,BIOL,SPAN,
1581296,POL S,,
1538657,SOC,,
1500081,PSYCH,,
1493751,ART,,
1506583,BIOCHM,,
1646406,PHIL,,
1566540,CHEM,,
1560046,ANTH,,
1547782,PSYCH,,
1182141,SPAN,,
1769751,PSYCH,,
1560171,A A,,
1416993,MATH,,
1549083,ENVIR,,
1486075,BIOEN,,
1679728,BIOCHM,,
1505187,ENGL,HIST,
1472653,MS E,,
1498481,PSYCH,,
1385821,COM,,
1747623,ENGL,,
1505628,ECON,,
1830088,B A,,
1587855,PSYCH,,
1479830,GWSS,,
1583765,CEP,,
1393478,COM,ENGL,
1477862,BIOL,,
1500256,MS E,,
1390104,COM,,
1396700,BSE,,
1392323,POL S,,
1685954,PHYS,,
1720957,SOC WC,,
1407133,ENVIR,,
1571751,POL S,BIOL,
1329747,SISA,,
1497116,DANCE,SIS,
1489673,POL S,,
1722706,PH,,
1478795,C LIT,COM,
1630288,BIOCHM,,
1411619,BIOCHM,,
1390571,SIS,,
1578961,SISA,,
1507116,E E,,
1410545,PSYCH,,
1490198,PHYS,,
1576517,NBIO,,
1305579,PHYS,,
1589758,I S,OSCM,
1447083,PH,,
1411094,MATH,,
1535388,HCDE,,
1630155,COM,,
1410240,CORSLP,,
1621824,E E,,
1396966,POL S,,
1125955,CHID,,
1587464,ANTH,,
1619999,NURS,,
1412199,ECON,,
1577767,CIV E,,
1471876,A A,,
1483886,POL S,,
1586058,ECON,,
1588646,AFS,,
1233899,CHEM E,,
1522749,FINANC,,
1647331,MKTG,,
1711723,MUSIC,,
1489304,POL S,,
1496302,PSYCH,,
1586664,C SCI,STAT,
1595643,BIOL,PSYCH,
1332233,FINANC,I S,
1336836,ECON,,
1627582,SPHSCX,,
1562511,SOC,,
1576959,ART,,
1717149,FINANC,ENTRE,
1584150,CHID,,
1487392,ECON,,
1463931,MATH,,
1399453,ART,,
1472990,AES,,
1404386,STAT,,
1646900,PSYCH,,
1463615,AFS,,
1474675,NBIO,,
1586026,CIV E,,
1405675,DESIGN,,
1384379,COM,,
1583091,BIOL,,
1284832,POL S,,
1492749,CIV E,,
1493008,BIOL,,
1682350,SIS,,
1727074,HIST,,
1580669,ANTH,,
1627804,COM,ECON,
1630734,COM,,
1408954,PH,,
1593408,COM,,
1573969,BIOL,,
1219205,ENGL,,
1592134,ART,,
1382801,ACCTG,FINANC,
1468086,MKTG,,
1489696,ESRM,,
1536391,LSJ,,
1234276,CHEM,,
1392247,LING,FRENCH,
1563569,BIOL,,
1572821,INFO,,
1402956,ENGL,,
1629723,ART,,
1445895,NURS,,
1445887,FINANC,I S,
1581398,BIOCHM,,
1626895,NURSX,,
1391489,E E,,
1554788,MATH,,
1446944,ECFS,,
1405481,ENGL,PHIL,
1411541,PH,,
1588957,BIOL,,
1556881,OCEAN,,
1479602,COM,,
1666182,EDUC,,
1405489,COM,,
1383119,COM,,
1489244,BIOL,,
1333877,COM,,
1744089,ART,,
1680747,ENTRE,,
1391670,ESRM,,
1399056,M E,,
1574240,LAW,,
1470417,BIOL,,
1592409,EURO,,
1416139,COM,,
1594940,MATH,,
1585489,ECON,,
1413500,PH,,
1676992,SISA,,
1234433,N MATR,,
1571792,E E,,
1382881,MATH,,
1504166,POL S,,
1409686,PSYCH,,
1478235,CMP E,,
1391423,FINANC,,
1493234,ESRM,,
1555279,OCEAN,,
1415958,ENGL,,
1453201,MKTG,,
1641073,ECFS O,,
1407347,PHYS,,
1421460,BIOEN,,
1498183,LSJ,,
1562268,MKTG,,
1587288,CEP,,
1599509,BIOEN,,
1829232,GWSS,,
1462369,BIOL,,
1406032,EDUC,,
1499599,M E,,
1739830,COM,,
1578310,ACMS,BIOCHM,
1585566,HCDE,,
1487655,PH,,
1394906,ESRM,,
1527464,SPHSC,PSYCH,
1407444,PSYCH,POL S,
1632842,ARCH,,
1717411,NURSX,,
1412309,PHYS,,
1598576,POL S,LSJ,
1409960,ACMS,,
1396622,ART,ANTH,
1487096,ECON,,
1407238,PHYS,PHYS,
1479221,DENT,,
1408566,SIS,COM,
1384677,BIOL,,
1409115,ENGL,,
1482664,INFO,,
1581305,SPAN,,
1407737,MATH,,
960879,ECON,HIST,
1534819,INFO,C SCI,
1535555,PSYCH,,
1386727,MEDXM,,
1498372,DRAMA,,
1611855,NURS,,
1477829,POL S,,
1631284,LSJ,,
1341408,BIOL,,
1571410,ECFS,PSYCH,
1586241,CM,,
1483790,OCEAN,,
1484533,ECON,GERMAN,
1407251,SOC WC,,
1388432,M E,,
1416498,BIOCHM,,
1355617,PSYCH,,
1540995,AES,,
1467733,M E,,
1318971,MATH,,
589138,ECFS O,,
1394610,ECON,,
1473663,IND E,,
1475040,EDUCX,,
1476898,BIOCHM,,
1590200,BIOL,,
1388851,MKTG,,
1403626,A A,,
1332045,I S,,
1477418,MATH,,
1388538,CHEM,,
1489968,MUSAP,,
1499981,LIS X,,
1721823,E E,,
1611847,ENGL,,
1417790,ESRM,,
1691292,DRAMA,,
1532655,AFS,,
1830185,COM,,
1529259,ESRM,,
1583502,PH,,
1487381,E E,,
1574580,BIOL,,
1479591,POL S,SOC,
1179373,SOC,,
1383436,COM,,
1403189,HIST,DRAMA,
1398018,MJUR X,,
1586479,BIOEN,,
1246151,BIOL,,
1549999,C SCI,,
1408574,PH,,
1621489,PHYS,,
1583357,BIOL,,
1569442,COM,ECON,
1594102,FINANC,,
1500114,CHEM E,,
1581008,BIOL,,
1619708,E E,,
1737983,ECFS O,,
1052907,E E,,
1628751,PSYCH,,
1565076,ARCHST,,
1567531,ANTH,,
1325634,ARCHST,,
1393859,PSYCH,,
1829586,ENVIR,,
1387864,HA G,,
1390797,POL S,,
1831452,COM,,
1407734,IND E,,
1474968,BIOL,,
1599537,SOC,,
1403027,POL S,,
933322,BIOL,,
1585176,PH,,
1310918,ESS,,
1663031,INFO,,
1305769,ENGL,,
1402359,SOC,,
1505903,DRAMA,COM,
1499627,BIOL,,
1572707,M E,,
1506612,SOC,COM,
1487368,ECON,,
120086,ART H,,
1466776,L ARCH,,
1309139,ACCTG,FINANC,
1497326,PSYCH,,
1599175,CLAS,,
1493883,ACMS,,
1536702,POL S,SISA,
1571647,LING,,
1566055,ACMS,ECON,
1499503,M E,,
1411883,MATH,,
1399199,BIOCHM,MICRO,
1325727,COM,,
1320284,INFO,,
1405690,M E,,
1010847,POL S,SOC,
1506454,ANTH,,
1406349,PSYCH,,
1676566,COM,LSJ,
1831605,CIV E,,
1498488,CIV E,,
1402737,POL S,,
1410672,MATH,,
1480592,PH,INFO,
1401921,E E,,
1571945,FINANC,,
1493024,CMP E,,
1471616,FINANC,I S,
1570862,INFO,,
1402854,BIOL,,
1653630,L ARCH,,
1839921,ECFS O,,
1481227,PSYCH,,
1669428,INFO,,
1588193,PHIL,,
1370634,PHYS,,
1341229,SIS,,
1389249,CIV E,,
1373850,E E,,
1550126,SIS,,
1619956,SOCS E,,
1593921,ECON,,
1538280,ANTH,,
1629763,JAPAN,,
1409426,ESRM,,
1575553,COM,,
1501191,COM,,
1535092,BIOL,,
1237188,CM,,
1547521,BIOCHM,,
1489618,BIOCHM,,
1307621,BIOCHM,,
932680,ESRM,,
1574616,NURS,,
1823285,ECFS,,
1488818,ENGL,,
1288419,EDUC,,
1449093,ESS,,
1470285,POL S,LSJ,
1716157,PSYCH,,
1403417,E E,,
751343,ECON,,
1727184,M E,,
1529040,SIS,,
1815698,PH,,
1717872,POL S,,
1573020,ECON,,
1391698,COM,C LIT,
1743336,ENGL,,
1390595,FINANC,,
1407061,INFO,SPAN,
1630340,MATH,,
1492490,PSYCH,,
1609458,COM,,
1482925,PSYCH,,
1464594,NURS,,
1554761,ECON,,
1339750,SOC,,
1585719,PH,SPAN,
1721863,ISS O,,
1582987,PH,,
1578692,CSE M,,
1566238,FINANC,ENTRE,
1489208,SISA,,
1385187,L ARCH,,
1486714,SIS,POL S,
1592751,ECON,COM,
1536885,C SCI,,
1576009,MATH,,
1406423,MKTG,ENTRE,
1725675,PH,,
1469132,ECON,,
1562581,POL S,,
1497708,E E,,
1325179,SOC WC,,
1484915,ECFS,ART,
1645884,COM,,
1568871,FINANC,I S,
1398131,BIOL,,
1408546,E E,,
1307141,ANTH,,
1474504,CIV E,,
1727091,COM,,
1654622,CHEM E,,
1577585,PSYCH,,
1598757,GEOG,,
1417129,POL S,,
1394897,SOC,ANTH,
1474042,ECON,,
1413234,EDUC,,
1566529,BIOCHM,,
1571015,PHIL,,
624224,ECON,,
1505609,PHYS,PHIL,
1725322,ECFS,,
1399897,MKTG,,
1388545,ENGL,HIST,
1582418,E E,,
1408829,ECON,,
1547154,ANTH,,
1570834,E E,,
1483903,POL S,LSJ,
1337001,MATH,,
1483895,LSJ,SPAN,
1472670,CIV E,,
1388521,MATH,,
1535326,M E,,
1496554,PSYCH,,
1578185,ACCTG,,
1718141,MUSAP,,
1382844,MKTG,I S,
1383433,POL S,PSYCH,
1726224,POL S,HIST,
1630202,MKTG,,
1496546,INFO,INFO,
1417660,CHEM E,,
1599228,MATH,,
1530489,OCEAN,,
1388046,FINANC,,
1560715,HRMGT,,
1493830,MICRO,,
1501037,COM,,
1610691,MEDXD,,
1499466,SISLA,,
1536565,MUSIC,PSYCH,
1495668,GEOG,,
1328737,E E,,
1411806,CHID,,
1480765,FINANC,I S,ECON
1475318,OSCM,,
1588667,C SCI,,
1583255,ECON,,
1675479,ENVIR,,
1394491,ANTH,,
1480001,INFO,,
1576304,SCAN A,,
1590067,BIOCHM,,
1725176,M E,,
1592506,ENGL,SIS,
1393988,ACCTG,I S,
1333104,BIOCHM,,
1312623,E E,,
1412571,COM,C LIT,
1478467,PSYCH,,
1495899,HCDE,INFO,
1590972,ECON,,
1551703,BIOCHM,,
1588165,IND E,,
1388866,EURO,,
1477143,COM,,
1627150,ECFS,,
1402911,BIOL,,
1043629,ASTR,PHYS,
1166110,COM,,
1483017,PSYCH,,
1490628,ECFS,,
1594065,PSYCH,ECFS,
1563485,PH,,
1407604,COM,,
1401789,ECON,,
1499877,CEP,,
1576894,PSYCH,,
1409904,MATH,,
1568823,ENVIR,ANTH,
1410587,CHEM E,,
1401805,PH,,
1389956,BIOL,,
1496272,CSE M,,
1577654,GEOG,,
1647304,HIST,,
1521620,BIOL,,
1551201,M E,,
1389258,ECON,C SCI,
1561484,FINANC,,
1245864,NURS,,
1413403,BIOCHM,MICRO,
1744106,BIOL,,
1589243,ECFS,,
1568976,BIOL,,
1536915,CHID,,
1563542,SOC,,
1747457,SASIAN,,
1824646,ANTH,,
1315992,NURSX,,
1676549,FINANC,,
1542886,ARCHST,,
1415802,PH,,
1527082,MATH,,
1589062,CMP E,,
1630133,OCEAN,,
1585490,SOC,,
1626795,PSYCH,,
1403880,POL S,ECON,
1477014,M E,,
925184,ATM S,,
1628380,MLS,,
1493109,ENGL,,
1398238,PHYS,,
1719055,I S,OSCM,
1119317,CHEM E,,
1333277,ACCTG,FINANC,
1478308,IND E,,
1662889,BIOL,,
1456226,ENGL,ANTH,
950049,PSYCH,,
1385356,BIOCHM,CHEM,
1473176,FINANC,,
1586442,PH,,
1397342,PSYCH,,
1699547,CHEM E,,
1587984,BIOL,,
1469030,INFO,,
1404185,SIS,,
1721159,CM,,
1159827,DRAMA,,
1567147,PSYCH,,
1357311,COM,,
1471238,SPAN,COM,
1489357,NURS,,
1396382,NBIO,,
1442676,M E,,
1594342,MATH,,
1412362,POL S,SIS,
1728346,NURS,,
1362738,NBIO,,
1399463,ANTH,,
1576568,PSYCH,,
1477101,ASTR,PHYS,
1721147,C SCI,,
1331878,EDUC,,
1408085,PSYCH,,
1486131,M E,,
1494241,BIOL,,
1222915,AFS,,
1725173,BSE,,
1819146,E E,,
1609457,MEDXD,,
1396264,COM,,
1580273,LSJ,,
1372453,PSYCH,,
1570653,CHEM E,,
1409163,SIS,,
1846851,COM,,
1660924,ECFS,,
1499049,ANTH,,
1411194,COM,,
1629913,ACCTG,,
1476882,HIST,,
1494792,SOC,HCDE,
1718753,MKTG,,
1396350,INFO,,
1449739,POL S,,
1718929,A A,,
1477132,BIOL,,
1415850,POL S,,
1704827,CHEM E,,
1718761,PSYCH,,
1704835,E E,,
1484725,CFRM,,
1395106,ACCTGX,,
1744059,INFO,,
1402428,BSE,,
1591933,ECON,,
1413528,SPAN,,
1630222,PH,,
1438297,PSYCH,,
1506779,POL S,,
1583102,INFO,,
1489907,SIS,,
1264874,COM E,,
1508193,ECON,,
1382853,ASTR,PHYS,
1659567,BIOL,,
1388478,INFO,,
1385788,ENTRE,,
1756167,CHEM,,
1536710,INFO,,
1469105,LAW,,
1398642,GEOG,,
1831042,ANTH,,
1504975,MATH,,
1399427,ANTH,,
1486522,BIOL,,
726009,INFO,,
1488994,HIST,CL ST,
1580426,E E,,
1577888,BIOCHM,,
1396507,PH,,
1583321,SPAN,,
1500178,POL S,,
1628095,ART,,
1582271,FINANC,ENTRE,
1599083,FINANC,,
1578061,ECO,,
1572744,CSE M,,
1576106,ECON,,
1151697,ISS O,,
1627478,FINANC,,
1497222,ART,,
1515333,ARCHST,,
1578311,CIV E,,
1402726,C LIT,,
1165937,HIHIME,,
1488432,SISA,,
1397777,HIST,,
1397467,SPHSC,,
1406776,DANCE,,
1554382,ECON,,
1831383,SPHSC,,
1554640,C SCI,,
1554652,POL S,,
1482816,LSJ,COM,
1329036,E E,,
1486095,COM,,
1406615,B A,DRAMA,
1411436,BIOCHM,ENGL,NBIO
1406293,PHYS,ASTR,
1679239,FINANC,I S,
1469307,SIS,,
1417546,PSYCH,ECFS,
1334733,MATH,,
1567434,C SCI,,
1435737,GEOG,,
1534861,PHIL,,
1408212,POL S,,
1469964,SIS,,
1472537,NURS,,
1585199,C SCI,,
1501006,ESS,,
1734675,COM,,
1594142,COM,,
1473627,SOC,,
1508182,COM,,
1312245,CMP E,IND E,
1489111,M E,,
1472987,INFO,,
1647138,BIOL,,
1470496,E E,,
1600492,CHEM,,
1488631,COM,,
1311489,L ARCH,,
1333780,ACCTG,FINANC,
1484136,CHEM E,BIOCHM,
1506080,CHIN,,
1497825,COM,,
1415205,CIV E,,
1496601,MATH,,
1405617,ESRM,,
1477338,SISA,,
929589,SPHSCX,,
1475753,INFO,,
1588514,INFO,,
1482459,EDUC,,
1498135,COM,SOC,
1336722,M E,,
1505802,MKTG,,
1727385,BIOCHM,,
1308130,INFO,,
1630725,COM,,
1576623,CHEM E,,
1402797,MED,,
1575835,ECO,SOC,
1688760,COM,LSJ,
1050296,SOCS E,,
1486142,SIS,,
1405530,CIV E,,
1478914,CM,,
1554672,ACCTG,FINANC,
1487208,ESRM,,
1242371,INFO,,
1726863,MLS,,
1562453,AES,,
1411578,GEOG,,
1408502,C LIT,,
1579252,PSYCH,ANTH,
1404008,COM,,
1577674,PH,,
1733856,MATH,,
1649148,ESRM,,
1494917,DENT,,
1383282,FINANC,HRMGT,
1322259,MLS,,
1484022,ENVIR,,
1536364,CHID,C LIT,
1389370,PSYCH,,
1563536,ENVIR,,
1368937,HCDE,,
1485895,NBIO,,
1571276,ART,,
1570608,CEP,,
1471558,IND E,,
1412139,ACCTG,,
1535429,ACMS,,
1525693,HIST,,
1390693,L ARCH,,
1657085,SOC,,
1283174,ENGL,,
1732615,CM,,
1583670,FINANC,,
1570034,ECON,,
1599166,ECON,,
1468074,SOC WF,,
1082749,B BIO,,
1398553,ECON,COM,
1414110,CHEM,,
1486791,CHEM E,,
1417798,C LIT,,
1529437,ENGL E,,
1598609,BIOL,,
1531289,M E,,
1500109,CSE M,,
1570388,OSCM,I S,
1483260,PSYCH,,
1388837,PHYS,ASTR,
1506831,ENGL,,
1525506,ENGL E,,
1587052,SIS,,
1584515,M E,,
1566788,BIOL,,
1497072,SOC,,
1014358,MKTG,,
1821406,NURSX,,
1367989,LING,,
1409238,COM,,
1576289,SPAN,ENGL,
1403851,ECON,,
1389724,ECON,MATH,
1178087,MKTG,,
1493448,FINANC,I S,
1552083,POL S,,
1610015,LAW,,
1394799,COM,PSYCH,
1479600,FINANC,MKTG,
1386310,ENGL,,
1500016,I S,OSCM,
1717405,BIOCHM,,
1516910,GEOG,,
1545461,POL S,COM,SOC
1726448,HIST,,
1489466,BIOL,,
1334621,E E,,
1031409,HRMGT,OSCM,
1332980,BIOL,HIST,
1831493,BIOL,,
1484257,HIST,,
1568372,MLS,MICRO,
1628184,PSYCH,,
1535815,PSYCH,,
1413748,MKTG,,
1594794,ECON,MATH,
1562445,E E,,
1639619,M E,,
1624093,ECON,,
1667818,ACCTG,,
1369644,MKTG,CISB,
1322785,NURS,,
1584060,SOC,,
1572695,MATH,,
1383064,BIOL,,
1416112,COM,,
1498783,POL S,,
1496799,MICRO,,
1410586,DESIGN,,
1179405,ANTH,,
1390781,M E,,
1492636,CEP,,
1722710,SOC WH,,
1492970,M E,,
1575589,FINANC,,
1726412,HIST,SPAN,
1655590,POL S,,
1498775,SIS,,
1489551,ESS,,
1392042,NBIO,MICRO,
1401739,FINANC,I S,
1584068,COM,,
1490092,PH,,
1389678,CEP,,
1483992,ECON,,
1627822,COM,,
1505703,DESIGN,,
1485937,BSE,,
1582117,POL S,,
1501843,PSYCH,,
1385920,N MATR,,
1588067,BIOL,,
1479637,ESRM,,
1311175,BIOL,,
1445467,M E,,
1341932,A A,,
1579700,I S,ECON,
1598414,IND E,,
1588992,MATH,,
1554222,COM,,
1814724,NURS,,
1398971,PHARMD,,
1679629,CHEM,,
1580517,FINANC,I S,
1500557,SISA,,
1483729,ACCTG,I S,
1387292,BIOL,,
1402303,LAW C,LAW T,
1332274,ENTRE,CISB,
1569260,MATH,,
1304789,PSYCH,,
1386036,PH,,
1580341,SPAN,,
1824387,LSJ,POL S,
1607312,BIOCHM,,
1727036,ART,,
1489224,COM,,
1358111,PSYCH,,
1571103,BIOL,,
1653987,FINANC,,
1397935,NURS,,
1257874,MATH,,
1462033,PHYS,,
1387135,E E,,
1319678,ENV H,,
1593001,IND E,,
1494297,ENTRE,MKTG,
1500636,MATH,,
1477992,CHEM,,
1372853,BIOL,,
1476280,BIOL,,
1487153,COM,MATH,
1496092,NURS,,
1496086,I S,FINANC,
1727907,A A,,
891687,ISS O,,
1607991,CHEM E,,
1571443,CIV E,,
1480859,PSYCH,,
1169219,MKTG,,
1402869,SOCWAP,,
1498885,CIV E,,
1394078,CIV E,,
1406123,FINANC,I S,
1385949,COM,SOC,
1647321,PHIL,,
1340565,HIHIME,,
1646904,DRAMA,,
1571684,LING,,
1403613,ARCHST,,
1407348,PSYCH,,
1478328,BIOCHM,,
1469126,M E,,
1543781,MS E,,
1700746,MEDXD,,
1642254,ECFS,,
1477070,EDUC,,
1398498,ITAL,COM,
1517828,ECFS O,,
1725664,M E,,
1396821,POL S,NEAR E,
1399306,BIOCHM,,
1402429,CMP E,,
1830178,M E,,
1507136,A A,,
1388501,BIOL,,
1413692,POL S,,
1337334,CM,,
1416738,SOC,,
1381449,ESRM,,
1320918,SOC,,
1400171,MATH,,
1391666,C SCI,NBIO,
1390727,BIOL,,
1623082,CSSE,,
1480016,PHARMD,,
1408338,PSYCH,,
1530338,SOCS E,,
1542473,SIS,,
1571300,CMP E,,
1316292,BIOL,,
1393951,POL S,,
1382049,NURS,,
1630526,M E,,
1490110,ESRM,,
1406588,M E,,
1333115,PHIL,,
1006128,PHYS,,
1645430,ECFS O,,
1328808,ACCTG,FINANC,
1489334,INFO,INFO,
1397245,BIOEN,,
1484651,INFO,,
1708276,BIOL,,
1717195,MEDSLP,,
1044940,COM,,
1578422,C SCI,,
1325780,INFO,,
1495716,SOC WF,,
1414235,JAPAN,SISA,
1720812,BIOCHM,,
1386901,GEOG,,
1497789,CM,,
1472203,BIOCHM,,
1484484,POL S,,
1579708,HIST,,
1570897,CISB,FINANC,
1408768,C SCI,,
1456922,M E,,
1490405,COM,,
1473552,HPS,PHIL,
1479142,BIOCHM,,
1414973,CMP E,,
1388862,BIOL,,
1448271,ESS,,
1549274,NBIO,,
1587301,ACCTG,COM,
726592,ART,,
1234939,N MATR,,
1484507,C SCI,,
1494393,BIOCHM,,
1332690,BIOL,ANTH,
1629631,CIV E,,
1759527,E E,,
1485127,E E,,
1576295,ECFS,,
1475027,MICRO,,
1553625,ECON,,
1321049,COM,,
1408807,A A,,
1577361,JAPAN,ASIALC,
1660411,HCDE,,
1504454,COM,,
1725650,COM,,
1635424,ENTRE,,
1506817,ECON,,
1500565,BIOCHM,,
1316689,CHEM,,
1716785,SPHSCX,,
1405710,PH,,
1585408,INFO,,
1743612,MATH,,
1456254,FRENCH,,
1413278,FINANC,,
1437305,M E,,
1495914,PSYCH,,
1334893,BIOL,,
1447353,ART H,,
1558860,ART,,
1463504,ISS O,,
1493361,ENGL,,
1408134,ANTH,ANTH,
1481080,ART,,
1469120,PHYS,ASTR,
1475808,ACCTG,,
1498046,COM,,
1404659,AES,,
1398052,COM,,
1489557,MICRO,MLS,
1576030,E E,,
23346,INDIV,,
1481035,PHYS,,
1483025,FINANC,,
1386491,GERMAN,,
1399675,PH,,
1325867,E E,,
1565148,MKTG,,
1312444,INFO,,
1387614,HRMGT,,
1723225,E E,,
1470953,BIOCHM,,
1402986,PHYS,,
1339995,DENT,,
1726629,POL S,,
1501387,BIOCHM,MICRO,
1390796,CM,,
1464789,CHID,,
1482493,PSYCH,,
1143073,E E,,
1490445,MATH,,
1536442,ECON,,
1396925,ENGL,,
573198,LING,,
1390005,POL S,,
1586281,POL S,PHIL,
1727791,ACCTG,,
1563450,FINANC,,
1413570,BIOL,,
1591519,GEOG,,
1524645,HIST,,
1363965,BIOL,,
1389824,MKTG,,
1570499,MATH,,
1407945,CHEM,,
1684235,POL S,ECON,
1569440,FINANC,,
1505137,PSYCH,COM,
1561980,FINANC,,
1384241,CIV E,,
1408147,POL S,,
1727281,PSYCH,,
1258323,IND E,,
1399159,SOCWAP,,
1386218,ACCTGX,,
1042775,M E,,
1342073,PH,,
1472358,ART,,
1402360,HCDE,,
1727801,COM,,
1592210,ECON,,
1372083,ENGL,COM,
1839920,ECFS O,,
1575588,MKTG,I S,
1726395,PSYCH,,
1306399,INFO,,
1483229,ECON,,
1831376,ENGL,,
1331396,DRAMA,,
1408353,CM,,
1727100,ENVIR,,
1320752,C SCI,,
1398649,ACMS,,
1498900,BIOEN,,
1472539,CIV E,,
1389832,PHYS,PHYS,
1487073,ECON,,
1496994,FINANC,,
1726543,ACMS,,
1385488,PHARMD,,
1407754,BSE,,
1486695,COM,,
1515020,A A,,
1528371,ENGL,,
1483928,ENGL,,
1311863,M E,,
1472734,BIOCHM,,
1617288,PSYCH,,
1590799,COM,,
1535493,INFO,,
1585677,BIOL,,
1481088,TECH I,,
1589238,C SCI,,
1720471,PSYCH,,
1362568,HIHIME,,
1500078,HRMGT,I S,
1406210,POL S,,
1619978,ART,,
1496266,SOC,,
1590555,SPAN,,
1475395,ECON,,
1586139,ENGL,PSYCH,
1426965,EURO,,
1534496,HIHIME,,
1446135,SISA,,
945755,N MATR,,
1469258,COM,,
1307278,DRAMA,,
1578909,CMP E,,
213817,ISS O,,
1315012,BIOL,AFS,
1316996,BIOL,,
1493836,BIOCHM,,
1483324,PHYS,ACMS,
1588531,SIS,,
1410063,STAT,ECON,
1389214,CM,,
1480202,BIOCHM,,
1486290,MATH,STAT,
1478453,SCM,,
1329152,SIS,,
1593795,SIS,,
163855,ISS O,,
1498878,INFO,,
1591293,IND E,,
