_id,Major1,Major2,Major3
1857174,N MATR,,
1974481,N MATR,,
1653765,CFRM,,
1974106,AMATH,,
1813973,DATA,,
1978762,N MATR,,
1585536,MKTG,,
1873448,PREHUM,,
1750512,B A,,
1718278,MEDSLP,,
89974,N MATR,,
1716528,LIS J,,
1158477,PHARMD,,
1793957,PRESCI,,
1695912,ESS,,
1079591,DENT,,
1312629,DENT,,
1589423,SPHSC,,
1753839,N MATR,,
1308584,ACCTGX,,
1866109,ANTH,,
1748211,SUSTRN,,
1937197,BUS AD,,
1751095,N MATR,,
1185414,CSE,,
1970698,ART,,
1783719,PRENGR,,
1040771,SISCH,,
1764989,PSOCS,,
1905630,PRESCI,,
747153,ENGL,PUBSCH,
1754024,N MATR,,
1646378,PHARBX,,
1436289,COM E,,
1924032,PRESCI,,
2057544,CHEM E,,
1596850,EPI,,
1904400,PREMAJ,,
1573309,E E,,
1406699,SOC,,
1692689,PREHUM,,
1799762,N MATR,,
1762280,PREHUM,,
1422412,REHABX,,
1853345,PRENGR,,
1855840,N MATR,,
1653985,IND E,,
1866352,PRESCI,,
1712536,MPA,,
1568107,M E,AMATH,
1453880,EPRMJ,,
1977949,N MATR,,
1738815,N MATR,,
1834586,MED,,
1612739,CFRM,,
1796961,PSYCH,,
1328877,CIV E,,
1978444,N MATR,,
1497286,PRENUR,,
1471751,PRESCI,,
1419694,PHARM,,
1579953,POL S,,
1953345,GRAD V,PHYS,
1743448,HSERV,,
1919406,PREMAJ,,
1847975,N MATR,,
1955586,M E,,
1876240,PREHUM,,
1669626,BIOL,,
1751906,PRESCI,,
1152816,PHYS X,,
1905168,PRENUR,,
599854,GEOG,,
1461331,PROS,,
508344,EMBA,,
687490,LING,,
1912923,PRENGR,,
1958127,N MATR,,
1838237,MUSEOX,,
1972732,N MATR,,
1868545,PRESCI,,
1976387,N MATR,,
1799812,SOC WC,,
1748291,N MATR,,
1007717,MPA,,
1874563,PREMAJ,,
1666417,PHIL,PSYCH,
1944468,HCDEE,,
1866574,PRENGR,,
1444014,BIOCHM,FINANC,
1496739,EPRMJ,,
1588915,PHYS,,
1975445,N MATR,,
1856967,N MATR,,
1482161,PREARC,,
1751119,N MATR,,
1752404,N MATR,,
1786415,PSYCH,,
1257519,GEOGX,,
1876729,PRESCI,,
1452461,AMATH,,
1752709,N MATR,,
1750532,N MATR,,
1904645,B A,,
1961845,OCEAN,,
1744951,N MATR,,
1501120,SISA,,
1646421,EPI,,
1785955,PREMAJ,,
1235280,CIV E,,
1894244,B A,,
1753323,N MATR,,
1709363,SISKO,,
1978443,N MATR,,
1559120,C SCI,,
290159,PHYS X,,
1791327,A E,,
1746169,N MATR,,
1705382,OCEAN,,
1908758,M E,,
1835215,ECFS O,,
1856458,CIV E,,
1818677,N MATR,,
1681986,PHYS,,
1823925,ART,GEOG,
1943540,HCID,,
1753807,PRENGR,,
1756760,BIOEN,,
1851243,XA&S,,
1506513,BIOEN,,
1486716,PREMAJ,,
1459951,NURS,,
1920310,PREMAJ,,
1756131,N MATR,,
2078607,N MATR,,
1771804,PREMAJ,,
1769855,PREMAJ,,
1658136,ACMS,,
1858927,N MATR,,
1752527,PREART,,
1814538,SCM,,
1415097,ACCTGX,,
1925691,PRENGR,,
1179278,MED,,
1333931,ISS O,,
1764829,BIOEN,,
1513027,MPA,URBDP,
1780271,NUTR S,,
1725494,N MATR,,
1880575,PRENUR,,
1541523,C SCI,,
1767048,MATH,,
1111842,ENGL,,
1977436,N MATR,,
1699584,ECON,,
1757159,ECON,C SCI,
1859338,N MATR,,
1919267,B A,,
1815672,N MATR,,
1722765,MED,,
1620479,DENT,,
1656837,PHARMD,,
1293935,A A,,
1618119,LIS R,,
1799629,PRESCI,,
1492267,GEOG,,
948620,N MATR,,
1529388,LAW,,
1977305,N MATR,,
1973494,N MATR,,
1230405,MUSEOX,NP MGT,
1855301,PRENGR,,
1311490,MPA,,
1852839,POL S,,
1728939,HIST,,
82993,N MATR,,
1312016,MED,,
1756373,MBA,,
1875205,PREARC,,
1857716,N MATR,,
1802404,EDUC,,
1974482,N MATR,,
1705728,BUS AD,,
1860156,CIV E,,
1844244,N MATR,,
1412899,BIOEN,,
1831254,C SCI,,
1960732,EDUCX,,
1680035,ECO,,
1852949,N MATR,,
1635753,MBA,,
1055990,R E,,
1731822,PRE HS,,
1914505,PSOCS,,
1955591,FINANC,I S,
48937,PHYS X,,
1665434,ECON,,
1808662,QERM,,
1473942,N MATR,,
1856613,N MATR,,
1734522,A E,,
1169183,LAW,,
2077891,N MATR,,
1683129,E E,,
1941908,EDUCX,,
1976939,N MATR,,
1245209,OCEAN,CLIMAT,
1709900,ARCH,,
1620566,SPHSCX,,
1697935,REHAB,,
1689595,N MATR,,
1204184,N MATR,,
1796869,PRENGR,,
1861357,PSOCS,,
1502850,SOCWEH,,
1670697,MPA,,
1290334,REHAB,,
1848883,MPA,,
1971648,N MATR,,
1752028,PRE HS,,
1749389,N MATR,,
1295495,N MATR,,
1732878,PREMAJ,,
1424525,SOCWEH,,
1651677,MBA,,
1921180,PRENGR,,
1815982,MPA,SIS,
1697626,ECON,,
1856468,CIV E,,
1908616,EPI,,
1817855,NURSX,,
1563718,HA G,,
1637899,N MATR,,
1632759,MED,,
1704024,M E,,
1682809,ANTH,,
1953340,N MATR,,
1585538,NURS,,
2058794,N MATR,,
1784041,B A,,
1350557,CIV E,,
1685938,BIOL,,
1955263,MATH,,
1746819,PRENGR,,
1656515,PRENUR,,
1493450,C SCI,,
1784284,BIOCHM,,
1796234,EPRMJ,,
1751809,N MATR,,
1949436,MED,,
1935876,MPA,,
1184194,LAW,,
1733326,NURSX,,
1485847,N MATR,,
1621945,BIOL,,
1736573,N MATR,,
1811687,CMP E,,
1857649,N MATR,,
1797557,PSOCS,,
1856259,N MATR,,
1964301,N MATR,,
1872037,PREMAJ,,
1754630,ENVIR,,
1784052,PREMAJ,,
1935575,ENGL,,
1685756,I S,OSCM,
1418192,CSE,,
1654331,POL S,COM,
1977323,N MATR,,
1852366,N MATR,,
1100875,N MATR,,
1394163,E E,,
1954366,BIOL,,
1644926,AMATH,,
1564935,MEDSLP,,
1762685,REHAB,,
1857818,N MATR,,
1750499,N MATR,,
1976602,N MATR,,
1947589,HCDEE,,
916579,N MATR,,
1706453,N MATR,,
1333071,CIV E,,
1861416,PRENGR,,
1639309,IND E,,
1859601,PRESCI,,
1621169,DENT R,,
1756325,PREMAJ,,
1941760,SOC WC,,
1833980,N MATR,,
1669133,EPRMJ,,
1857896,N MATR,,
1636609,A E,,
1739150,GEOGX,,
660542,EDUC,,
1689346,PRENUR,,
1751047,N MATR,,
1764053,MCB,,
1678409,NBIO,,
1579673,COM,,
1959877,N MATR,,
1977574,N MATR,,
1689266,FINANC,,
1855865,N MATR,,
1563244,SIMX,,
1663382,E E,,
1748097,N MATR,,
1286368,SOCS E,,
1693865,CIV E,,
1971138,N MATR,,
1752616,PRENGR,,
1787010,PRENUR,,
1876796,PRESCI,,
1121343,MED,,
1062602,MED,,
1966907,MBA,,
1675756,ECFS,,
1854555,N MATR,,
1497665,PRE HS,,
1901242,FINANC,,
1857062,N MATR,,
1508236,CIV E,,
1899824,PRESCI,,
924870,MCB,,
1976990,N MATR,,
1850179,N MATR,,
1875497,B A,,
1568320,PRESCI,,
1859593,N MATR,,
798474,MED,,
1855497,N MATR,,
1910991,PRESCI,,
1096355,EX MPA,,
1739722,EMPA,,
2080270,N MATR,,
1854566,N MATR,,
1751886,PRESCI,,
1701799,CSE,,
1548273,BIOL,,
1689647,GEOG,,
1977955,N MATR,,
1367769,E E,,
1751127,N MATR,,
1750786,GEMBA,,
1834678,ART,,
1668501,PHYS,,
1975222,N MATR,,
1655842,SIMF,,
1956348,CIV E,,
1852152,N MATR,,
1937081,PRESCI,,
1317438,NEUBEH,,
1832785,N MATR,,
1588773,ESS,,
1559366,PRENUR,,
1850254,CHEM E,,
1793209,ENGL,HCDE,
1783920,PREMAJ,,
1958420,N MATR,,
1749375,N MATR,,
1895095,PABIO,,
1594602,IND E,,
1939358,MPA,,
1794078,PRE PH,,
1975732,N MATR,,
1551009,M E,,
1749356,N MATR,,
1012254,MED,,
1652502,PREMAJ,,
1752185,NURS,,
1977037,N MATR,,
1601734,M E,,
1838026,DRAMA,,
1678457,CIV E,,
1616809,AMATH,,
1794478,PHYS,,
1937414,HSERV,,
1495881,ENVIR,,
1963606,NURSX,,
1861286,PRESCI,,
1359835,PHARMD,,
1645030,AFS,,
1718517,NURSX,,
2079352,N MATR,,
1887707,PRESCI,,
1521266,SPHSCX,,
1663951,EPI,,
787363,N MATR,,
1959992,N MATR,,
1116082,HA G,,
1731870,EDUCX,,
1879805,PRESCI,,
1850101,N MATR,,
1858557,N MATR,,
858483,MBA EX,,
1855495,N MATR,,
1616549,MUSEOX,,
1959184,N MATR,,
1596429,PSYCH,,
1750544,N MATR,,
1408604,STAT,,
1976996,N MATR,,
1747834,N MATR,,
1929099,BIOEN,,
1855830,N MATR,,
1733154,LAW,,
1552704,HSERVX,,
1756161,N MATR,,
847851,MBA EX,,
1441873,ENDO,,
1978143,N MATR,,
1872847,PRE HS,,
1677064,NBIO,,
1891199,N MATR,,
1643818,CSE E,,
1661238,EDUC,,
1970664,PRESCI,,
1752651,N MATR,,
1945684,MUSAP,,
1467537,BIOL,,
1744044,N MATR,,
1842454,CONMGT,,
1712699,N MATR,,
1876694,ANTH,,
1875159,PRENGR,,
1977418,N MATR,,
1733967,EMBA,,
2079733,N MATR,,
1691709,PRESCI,,
1924000,PRESCI,,
1522892,ARCH,,
1868069,MED,,
1562751,N MATR,,
1828348,SIS,,
1888376,PRE PH,,
1856621,N MATR,,
1705952,ESRM,,
1845787,N MATR,,
1706889,SOCWAP,,
1665448,BIOL,,
1699550,LAW,,
1583533,CHEM,,
1887112,PREHUM,,
1975946,N MATR,,
1612651,SOC WH,,
1856211,N MATR,,
2079304,N MATR,,
1663852,BIOCHM,,
1667154,ARCHST,,
1095739,SOC WC,,
1978137,N MATR,,
1964515,EDUCX,,
1782493,N MATR,,
20975,N MATR,,
1753147,CSE E,,
595979,SIMX,,
1559109,EPRMJ,,
1782742,PRENGR,,
1898120,PREMAJ,,
1824244,N MATR,,
1746452,N MATR,,
1949226,PSOCS,,
1766500,PRESCI,,
1973553,N MATR,,
1574693,FRENCH,,
1808683,MBA,,
571580,MBA EX,,
1949341,HIHIME,,
1858938,N MATR,,
1906857,PRESCI,,
1851647,N MATR,,
1567072,MEDXM,,
1845377,ART,,
1970878,PSOCS,,
1172751,MEDXM,PHARMC,
1413589,EPRMJ,,
1975799,N MATR,,
1883861,PRENGR,,
1776985,PREMAJ,,
2048035,N MATR,,
1838589,N MATR,,
1818899,SCM,,
576048,ENGL,,
1712712,N MATR,,
757541,MBA EX,,
1677560,ANTH,,
1639801,MED C,GENOME,
1364217,MED,,
1830192,E E,,
1655622,CMP E,,
1633255,MED,,
1566964,MBA,,
1746637,N MATR,,
1651103,PREMAJ,,
899893,MBA EX,,
1777138,ECON,COM,
1797656,PRE HS,,
1242570,MED,,
1854044,N MATR,,
1976529,N MATR,,
1795267,PRESCI,,
1851116,N MATR,,
1752458,N MATR,,
1624290,HCDE,INFO,
1977524,N MATR,,
1657952,PSOCS,,
1939205,CHEM E,,
1568624,E E,,
593927,PHARM,,
1786517,PRE HS,,
1858806,N MATR,,
1765536,OCEAN,,
1335868,ENGL,,
1767334,PREMAJ,,
1875886,PRESCI,,
1666155,PSYCH,,
1777519,PRENGR,,
1342820,CIV E,,
1215314,FOR R,,
1765043,PRE HS,,
1591768,BIOCHM,,
1842641,UWACAD,,
1734735,A E,,
1811540,MOLE,,
1932675,E E,,
1687701,ESS,,
1845060,N MATR,,
1080597,MBA EX,,
1749644,N MATR,,
1591795,ESS,,
1857550,N MATR,,
1632740,MED,,
1709071,MBA,,
1861644,E E,,
1746283,DENT X,,
1751159,BIOCHM,,
1549392,PBSTDY,,
1977143,N MATR,,
1317562,NEURO,,
1775022,BIOEN,BIOCHM,
1767882,PREMAJ,,
1616562,ATM S,,
1739854,CSE E,,
1389739,PRENGR,,
1317619,PSYCH,,
1911351,PRESCI,,
1623319,COM,,
1045887,LAW,,
1097156,BIOCHM,,
1201650,FOR R,,
1840950,GRAD V,URBDP,
1975190,N MATR,,
1705481,MPA,,
1858903,N MATR,,
1324249,ACCTGX,,
1854217,PREMAJ,,
1684094,PSYCH,,
1664579,MATH,,
1900443,BIOST,,
1698376,CORSLP,,
1710069,ESS,,
1878582,PRENGR,,
1966053,N MATR,,
1614088,NURSX,,
1247046,EDUC,,
1737583,EMBA,,
1804619,HCDE,,
1733318,MBA,,
1978780,N MATR,,
1915106,PRENGR,,
1667444,N MATR,,
359662,N MATR,,
1747069,N MATR,,
1834275,N MATR,,
1604750,PB AF,,
1894166,PRE HS,,
1756172,FINANC,I S,
1857928,N MATR,,
1755213,N MATR,,
1955390,EPRMJ,,
1751089,N MATR,,
1855489,N MATR,,
1058329,MED,,
1766953,PSYCH,,
1753857,N MATR,,
1467843,POL S,,
1814830,MEDXM,,
2079347,N MATR,,
1400844,EDUC,,
1513924,CSE,,
1108982,MPA,NP MGT,
1416668,B A,,
1907378,PRE HS,,
1933056,M E,,
1925143,PSOCS,,
1604490,PB AF,,
848607,N MATR,,
1530899,M E,,
1958634,HSERVX,,
1596767,ENV H,,
1915487,PREMAJ,,
1324689,ANTH,,
1636188,M E,,
1430803,EDUC,,
1958639,SCTL,,
1975453,N MATR,,
1106505,N MATR,,
1974463,N MATR,,
1972518,N MATR,,
1621859,PSYCH,,
1852901,N MATR,,
1891589,BIOCHM,,
1856104,ISS O,,
1714194,HCDEE,,
1954605,MJUR X,,
880333,SIMF,,
818689,HSERV,DEMOG,
1334747,I S X,,
1771203,M E,,
2078019,N MATR,,
1246832,ECFS,,
1755543,N MATR,,
1763501,PRE HS,,
1235267,LAW,,
1577039,SISA,,
1700965,ASIAN,,
910012,COM E,,
1653934,N MATR,,
1854866,B A,,
1748642,MBA,,
1012735,SOC WH,,
1714831,CONMGT,,
1844832,ISE,,
1919715,PREHUM,,
1643896,CSE E,,
1959984,N MATR,,
1973132,N MATR,,
1768024,N MATR,,
1899395,PREMAJ,,
1657500,ECON,,
1777117,PREMAJ,,
1922257,PRENGR,,
1844650,N MATR,,
1853282,N MATR,,
1766044,PREMAJ,,
1601895,CHEM E,,
1182538,PHARMD,,
1713038,MS E,,
1631343,E E,,
1008756,EDUC,,
1956039,FINANC,I S,
1675262,PREBSE,,
1872813,PRESCI,,
1775210,EPRMJ,,
1245003,ECON,,
1743566,N MATR,,
1757594,CIV E,,
1556697,N MATR,,
1551138,HSERVX,,
1842021,LAW V,,
1800741,EPI,,
1503649,INSC,,
1718519,CFRM,,
1548106,N MATR,,
1977256,N MATR,,
1596386,SOCWEH,,
1676951,CMP E,,
1417876,EPRMJ,,
779630,SIMX,,
920784,STAT,,
1820940,MBA EX,,
1208772,CIV E,AMATH,
1850090,N MATR,,
1663164,N MATR,,
1864738,PRENGR,,
1690676,CMS,,
1102666,N MATR,,
1951944,I S X,,
1236484,COM E,,
1710979,L ARCH,,
1834567,MED,,
1858412,PRESCI,,
1978503,N MATR,,
1841874,XBSAD,,
1687320,ECFS,,
1864505,PRESCI,,
1752344,N MATR,,
1977504,N MATR,,
1805381,CIV E,,
1659714,SIS,,
1653027,PSYCH,ENGL,
1951797,N MATR,,
1402473,LAW,,
1747211,SIMX,,
1614123,EDUC,,
1678570,ACCTG,I S,
1458301,PBSTDY,,
1856018,N MATR,,
1356240,UWACAD,,
1709432,NURS,,
1670338,HCDE,,
1977988,CSE E,,
999721,EDUC,,
1661785,ENGL,,
1853964,MEDXM,,
1839873,N MATR,,
1817042,CFRM,,
1734649,N MATR,,
576268,A A,,
1967336,DENT X,,
1963160,N MATR,,
1426305,PHYS,ASTBIO,
1977322,N MATR,,
1923572,PRESCI,,
2078549,N MATR,,
1593622,ACMS,,
1851900,CSE E,,
1964999,N MATR,,
1764013,STAT,,
898065,DENT,,
1833260,N MATR,,
1595897,SOC WC,,
1663370,SIS,ECON,
1072149,BIOL,,
1956968,CFRM,,
1644733,PRESCI,,
1924982,PREMAJ,,
1746079,N MATR,,
1777841,PRENGR,,
1727381,ECFS O,,
1839307,CIV E,,
1935545,CFRM,,
1922182,PREMAJ,,
1265544,EDUC,,
1659427,DANCE,,
1654539,PREMAJ,,
1749937,N MATR,,
1743397,COM E,,
1395327,COM E,,
1913142,PSOCS,,
1978478,N MATR,,
1716654,HCID,,
1978734,N MATR,,
1848005,CHID,GERMAN,
1691242,ACMS,C SCI,
1760824,PSOCS,,
293119,N MATR,,
1965729,N MATR,,
1913692,PRESCI,,
1866855,CHEM E,,
1618679,LIS R,,
1750165,N MATR,,
1904784,PSOCS,,
1818383,MUSEOX,NP MGT,
1371120,BIOST,,
1962905,SCTL,,
2047195,FOR R,,
1745362,N MATR,,
1882243,B A,,
1427890,BIOST,,
1936374,B E,,
1923232,PRESCI,,
1899981,PREMAJ,,
1553478,ISE,,
1960924,LAW,,
1176294,CHEM E,,
1841470,EPRMJ,,
1753328,N MATR,,
1708386,SOCWMH,,
1858977,N MATR,,
62495,EMPA,,
1837191,N MATR,,
1841014,EMPA,,
1845950,SIS,,
1245273,GLOBLH,,
1913523,B A,,
1734745,A E,,
1975304,N MATR,,
1350678,ORTHO,,
1908727,M E,,
1776297,ECON,ACMS,
1797201,PRENGR,,
1826303,N MATR,,
1515862,BIOL,FOR R,
1764754,ESRM,,
1696744,BIOEN,,
1748274,N MATR,,
1610779,SOC WH,,
1926069,M E,,
1913889,PRESCI,,
1903868,PRENGR,,
1795263,ECON,,
1854513,N MATR,,
1679876,STAT,,
1182570,STAT,,
1766280,PRENGR,,
1726924,ATM S,,
1813443,SOCWAP,,
1580324,ECO,HRMGT,
1669175,ECON,,
1890735,BIOEN,,
1664838,PRENGR,,
1738545,COM,,
1855940,N MATR,,
1661404,ANTH,,
1690480,PREMAJ,,
1977169,PHYS X,,
1909409,PRESCI,,
1800326,EPI,,
1919939,PREMAJ,,
1404790,M E,,
1906003,PSOCS,,
1826508,CHEM E,,
1635755,EDUC,,
1697448,HSERV,,
1888958,PRE HS,,
1635138,N MATR,,
1679170,BIOL,,
1587222,ASTR,FINANC,
1668019,PHYS,C SCI,
1977095,N MATR,,
1943073,NURS,,
1122373,MED,,
1856589,N MATR,,
1693606,PRENGR,,
1912534,PRESCI,,
972187,REHABX,,
1846529,N MATR,,
1730717,PRE HS,,
1571555,PREMAJ,,
1530876,MED,,
1680257,PRENUR,,
1796454,PREMAJ,,
1852410,N MATR,,
1747651,N MATR,,
1854032,N MATR,,
1974254,N MATR,,
1870597,PSOCS,,
1786629,ECON,,
1813213,HSERV,,
1673717,GEOG,,
1787228,PREMAJ,,
1891699,PREMAJ,,
1951468,LIS X,,
1751819,N MATR,,
1754571,N MATR,,
1751889,SIS,,
1855590,PRE HS,,
1787223,CHEM,,
1856249,N MATR,,
1751187,N MATR,,
1838666,N MATR,,
1276112,SIS,MPA,IDPM
1849281,N MATR,,
1716736,CSE E,,
1861889,M E,,
1916280,PREMAJ,,
1682405,BIOEN,,
1887321,PRE HS,,
1850910,N MATR,,
1919863,PREMAJ,,
1435171,N MATR,,
1956191,EPRMJ,,
2072400,N MATR,,
1008696,REHABX,,
1957730,LING,,
1934227,MED,,
1977363,N MATR,,
1688687,PREMAJ,,
1183715,MED,,
1468403,PRESCI,,
1259198,PHARMD,,
1431777,UD&PL,,
1764570,CLAS,,
1449194,LAW,,
1947274,SIMX,,
1954242,GEOG,,
1913276,PRESCI,,
1857042,N MATR,,
1845061,N MATR,,
1027988,SCTL,,
272715,N MATR,,
1940633,MPA,,
1181774,MED,,
1452639,DENT,,
1714128,N MATR,,
1324804,ACCTGX,,
1635374,MBA EX,,
1811533,STAT,,
1264385,PHYS X,,
1735224,ISS O,,
662539,HISP,,
1770294,ENGL,,
1492515,DATA,,
1904686,PRESCI,,
1976941,N MATR,,
1840497,DATA,,
1868815,PSOCS,,
1850853,N MATR,,
1662166,BIOC,BPSD,
1977396,N MATR,,
1936298,N MATR,,
1822528,COM E,,
1737079,XBSAD,,
1976714,N MATR,,
1179973,EDUC,,
2051537,CHEM E,,
1924432,PRESCI,,
1834808,LAW,,
1735832,EMPA,,
1709092,CIV E,,
1675472,COM,,
1897718,PRESCI,,
1831225,COM,,
1822199,DANCE,DRAMA,
2060389,N MATR,,
1718518,EDUCX,,
1936867,UWACAD,,
1499927,POL S,,
1753851,PHARMD,,
1750571,N MATR,,
1966955,DENT X,,
1716557,EDUC,,
1576686,PREHUM,,
909289,PB AF,,
1438983,NUTR S,,
1747568,N MATR,,
1574443,EXPENG,,
1842433,N MATR,,
1861848,PRENGR,,
1787059,IND E,,
1851235,XA&S,,
1855255,N MATR,,
1836793,MED,,
1119147,LAW,,
1706980,SISSE,,
1689945,MATH,,
1753348,N MATR,,
1937565,ENGL,,
1050281,MEDXM,,
1899280,HCDE,,
1958443,N MATR,,
1538786,ENGL,,
1746440,N MATR,,
1699811,CHEM,,
1856305,N MATR,,
1803454,MOLE,,
1930783,M E,,
1973383,N MATR,,
1874983,PREMAJ,,
1852799,N MATR,,
1966897,TMMBA,,
1894093,N MATR,,
1918335,N MATR,,
1757679,MBA,,
1759069,EPI,,
1857445,N MATR,,
1693999,PSYCH,,
1923265,PREMAJ,,
1637515,A E,,
2079716,N MATR,,
1843540,PBSTDY,,
1324855,EDUCX,,
1153663,LIS X,,
1858872,N MATR,,
1802467,MUSIC,,
1663784,ART,,
1089240,PSYCH,HCDE,
1736019,E E,,
1752760,PREMAJ,,
1969289,IPM,,
1911967,FINANC,,
1705935,N MATR,,
1753295,N MATR,,
1956017,PRESCI,,
1849808,N MATR,,
1891553,PRESCI,,
1858491,N MATR,,
1687412,ART,,
770407,N MATR,,
1929129,MATH,,
1751121,N MATR,,
1960979,N MATR,,
1749423,N MATR,,
1960719,N MATR,,
1834038,LING,,
1567027,PB AF,,
1966012,N MATR,,
1777363,ESRM,,
1774401,PRE PH,,
1745689,PHYS X,,
1853270,N MATR,,
2062259,PREMAJ,,
1978173,N MATR,,
1834002,N MATR,,
1976690,N MATR,,
1658531,ENVIR,COM,
1746821,N MATR,,
1320800,LAW,,
1311734,ESS,,
1839738,XA&S,,
1497061,NEAR E,PRENUR,
1964731,XA&S,,
1971646,N MATR,,
1706067,BUS AD,,
1751461,N MATR,,
1889231,POL S,,
1750933,PRENUR,,
1764703,FINANC,,
1977358,N MATR,,
1978486,N MATR,,
1856564,N MATR,,
1789759,PSOCS,,
848200,MBA,,
1966440,N MATR,,
1921440,PRENGR,,
1975798,N MATR,,
1816403,N MATR,,
2078452,N MATR,,
1710624,EDUCX,,
1972847,N MATR,,
1571215,E E,,
1664387,ECON,,
1732887,M E,,
1752013,PRESCI,,
1734220,C SCI,MATH,
1856017,N MATR,,
1751361,E E,,
1915630,PRESCI,,
1029051,DENT,,
1853439,N MATR,,
1871637,PREART,,
1737268,GRAD V,URBDP,
1323430,EDUC,,
1558144,PH,,
1669231,MKTG,I S,
1525023,LIS X,,
1960693,N MATR,,
1967185,CSE E,,
1857826,N MATR,,
1965709,E E,,
1385727,HIST,,
1748280,N MATR,,
1856945,N MATR,,
1841387,EMBA,,
1976869,N MATR,,
1658844,BIOCHM,,
1976422,N MATR,,
1807104,E E,,
1586350,PRENGR,,
1754521,PRE HS,,
1658246,URBDP,,
1230953,ATM S,CLIMAT,
328922,ENGL,,
1858453,N MATR,,
1838642,EMBA,,
1197393,PHARMD,,
1938416,PSYCH,,
1316740,PHARMD,,
1849041,HCDEE,,
1837301,MBA EX,,
1952327,LAW,,
1666211,PREMAJ,,
1103306,CONMGT,,
1717812,MEDXM,,
1679536,EURO,,
1944160,B A,,
1457577,C SCI,,
1142534,EDUC,NP MGT,
1587227,OSCM,INFO,
1976729,N MATR,,
1680185,INFO,,
1744511,N MATR,,
1697238,LAW,,
1076957,A A,,
1843537,PBSTDY,,
1634695,ENVIR,,
1633830,LAW,,
1603239,MUSIC,,
1874796,PRENGR,,
953522,EDUC,,
1618033,LAW,,
1730824,CIV E,,
1682256,CHEM,,
1681612,OSCM,,
1977626,N MATR,,
1542552,N MATR,,
1769296,LSJ,,
1854715,N MATR,,
1735009,N MATR,,
1737271,SCTL,,
1784163,PREMAJ,,
899383,POL S,DEMOG,
1656819,MICRO,,
1849811,N MATR,,
1797108,PRE HS,,
1249256,MED,,
1588327,ENGL,GEOG,
1927504,CIV E,,
844353,N MATR,,
1798535,ART H,,
1969524,EDUC,,
1839951,PH,,
1507045,MICRO,,
1873718,PREHUM,,
1662856,PRENGR,,
1553693,N MATR,,
1864175,PRESCI,,
1753724,N MATR,,
1739305,AMATH,,
1674308,PREMAJ,,
1468769,N MATR,,
1790195,PSOCS,,
1852177,PRE HS,,
1858494,N MATR,,
1976348,N MATR,,
1929149,SOCWAP,,
1942250,L ARCH,,
1603249,A A,,
1098043,A E,,
1666029,PH,,
1873789,PRESCI,,
1977623,N MATR,,
1774406,PREMAJ,,
1789110,C SCI,,
1924683,PSOCS,,
1604647,M E,,
1857541,N MATR,,
1856686,N MATR,,
1977468,N MATR,,
1785756,PRESCI,,
1792724,PRESCI,,
1749098,N MATR,,
1975467,N MATR,,
1751024,N MATR,,
1651482,SIS,,
1455972,PHARBX,,
1752694,N MATR,,
1855313,XBSAD,,
1804786,MPA,,
1807808,CIV E,,
1905334,PRENGR,,
1950450,N MATR,,
1673377,ECON,SIS,
1850573,N MATR,,
1758497,GLOBLH,IDPM,
1975362,XA&S,,
1816280,MPA,,
1844087,N MATR,,
1474990,EPI,,
1901798,PRESCI,,
1681494,BIOL,,
1302799,DENT,,
1769816,PREMAJ,,
591684,N MATR,,
1792343,EPRMJ,,
1821179,MEDXM,,
1976041,N MATR,,
1793754,PRESCI,,
1856986,N MATR,,
1976540,N MATR,,
1631207,MED,,
2079335,N MATR,,
1845014,CSE E,,
1873882,PRESCI,,
1734678,PRESCI,,
1680947,INFO,,
1759980,N MATR,,
1754840,PRESCI,,
1885005,PRESCI,,
1668819,SIS,,
809727,L ARCH,URBDP,
1703311,SIMX,,
1395844,LING,,
1646685,BSE,,
1701380,MUSIC,,
1839272,N MATR,,
1850588,N MATR,,
1823370,CIV E,,
1614606,NURS,,
1741310,CONMGT,,
1596269,GLOBLH,,
1839454,N MATR,,
1528551,AES,,
1382103,N MATR,,
1664679,ENGL,,
1315346,EDUC,,
1947732,HCDEE,,
1815839,EDUC,,
1308955,ACCTGX,,
1662925,PRESCI,,
1771737,BIOL,,
1935170,A A,,
1945997,MUSEOX,,
1814667,N MATR,,
1904837,PREMAJ,,
1788729,PSOCS,,
1589626,C SCI,,
1855012,N MATR,,
1892254,E E,,
1349498,EDUC,,
1752915,ESRM,,
1629968,PRESCI,,
1760361,PRENUR,,
1817974,N MATR,,
990910,M E,,
1122381,CHEM E,,
1109302,LAW,,
1737292,NURSX,,
1314692,E E,,
1948520,HCDEE,,
1682755,COM,,
1601373,M E,,
1876835,A A,,
1696078,BIOCHM,,
1660682,PSYCH,,
1654585,N MATR,,
1281407,PHARMD,,
178125,N MATR,,
1858524,N MATR,,
1890771,PREHUM,,
1954788,N MATR,,
1716934,LAW T,,
1955432,B A,,
1751742,N MATR,,
1564486,PRENGR,,
1959283,N MATR,,
1583249,EPRMJ,PRENUR,
1740314,N MATR,,
1775826,PRESCI,,
28503,NURS,,
1692707,PREMAJ,,
953557,A A,,
1638801,MBA EX,,
1746501,XA&S,,
1919011,PRESCI,,
1743645,SOC,ENGL,
1013799,HCDEE,,
1970703,ACCTG,,
1949884,DATA,,
1961423,N MATR,,
1929799,MEDXC,,
1843173,N MATR,,
1684254,BIOL,,
